startphrase,ending1,ending2,labels,valid
Her hair is made of Straw,Her hair is rough,Her hair is soft,0,1
Her hair is made of Silk,Her hair is rough,Her hair is soft,1,1
The movie is heart touch The movie is heart touch,The movie is heart touch,The movie is heart touch,0,0
The movie is heart touch The movie is heart touch,The movie is heart touch,The movie is heart touch,1,0
It all went pear shaped,It went wrong.,Things will get worse.,0,0
It all went downhill from here.,It went wrong.,Things will get worse.,1,0
I need to go back to the drawing board,I need to rethink things,I need to go back to work.,0,0
I need to go back to the grindstone,I need to rethink things,I need to go back to work.,1,0
More than you can shake a stick at,More than you can easily handle,Things are getting hard,0,0
More than you can take,More than you can easily handle,Things are getting hard,1,0
His fear became his Prison,His fear had him so emotionally locked up that he felt imprisoned,His fear became his normal and his comfort. He doesn't know what it's like to live in a place any different.,0,1
His fear became his Heaven,His fear had him so emotionally locked up that he felt imprisoned,His fear became his normal and his comfort. He doesn't know what it's like to live in a place any different.,1,1
I'm the master of my sea,I am in control of my life,I am in control of others lives,0,1
I'm the master of your sea,I am in control of my life,I am in control of others lives,1,1
The classroom was A zoo,The classroom was so loud,The classroom was very controlled and peaceful,0,1
The classroom was A sanctuary,The classroom was so loud,The classroom was very controlled and peaceful,1,1
surface is intension surface is intension,surface is intension,surface is intension,0,0
surface is intension surface is intension,surface is intension,surface is intension,1,0
This plane can fly like an eagle,This plane can fly,This plane can scarcely fly at all,0,1
This plane can fly like a dodo,This plane can fly,This plane can scarcely fly at all,1,1
He had a face like an angel,His face was beautiful,His face was ugly,0,0
He had a face like a goblin,His face was beautiful,His face was ugly,1,0
I'm as impartial as an umpire,I'm impartial,I'm very partial,0,1
I'm as impartial as a crooked judge,I'm impartial,I'm very partial,1,1
The patient was as relaxed as a soldier in the trenches.,The patient was anxious.,The patient was relaxed.,0,1
The patient was as relaxed as a little boy in his loving mother's arms.,The patient was anxious.,The patient was relaxed.,1,1
The artist was creative in the same sense as Oscar Wilde.,The artist was original and creative.,The artist was generic.,0,1
The artist was creative in the same sense as an average pop artist.,The artist was original and creative.,The artist was generic.,1,1
He woke up feeling like an ICU patient.,He woke up feeling ill and in bad shape.,He woke up feeling healthy and in great shape,0,1
He woke up feeling like a college athlete in their prime.,He woke up feeling ill and in bad shape.,He woke up feeling healthy and in great shape,1,1
This math problem has the difficulty level of David being squashed by Goliath and his grandmother twenty times,This math problem is ridiculously hard,This math problem is really easy,0,1
"This math problem has the difficulty level of a kid winning a spelling contest for spelling ""cat""",This math problem is ridiculously hard,This math problem is really easy,1,1
My trust level for my husband is that of me going through the depths of heaven and hell and back again without problems,I trust my husband completely,I don't even trust my husband,0,1
My trust level for my husband is that of a dead cockroach,I trust my husband completely,I don't even trust my husband,1,1
The truck is the size of a mountain of boulders,The truck is huge,The truck is small,0,1
The truck is the size of a chihuahua's doghouse,The truck is huge,The truck is small,1,1
Woman was able to fly back and forth between her City and Chicago as often as She could drive to her local theater,Flying was easy for the woman,Flying was difficult,0,1
Woman was able to fly back and forth between her City and Chicago as often as She could drive to the ocean from Minnesota,Flying was easy for the woman,Flying was difficult,1,1
The woman cooking in her kitchen reminded her of Cooking with her grandmother,Cooking was a good experience,Cooking was something she dreaded,0,1
The woman cooking in her kitchen reminded her of Burning Thanksgiving dinner,Cooking was a good experience,Cooking was something she dreaded,1,1
The woman understood inflation as well as She understood the premise of The bachelor,She considered inflation simple,Inflation was complicated to her,0,0
The woman understood inflation as well as She understood the GDP,She considered inflation simple,Inflation was complicated to her,1,0
He really flared up my temper,"When someone flares up your temper, flames don't spew out of your body.",you're just deeply angry.,0,0
He really flared up my anger,"When someone flares up your temper, flames don't spew out of your body.",you're just deeply angry.,1,0
She was fishing for compliments,The woman isn't literally casting a lure to hook compliments out of the ocean.,"Rather, it's a dead metaphor used to signify a desire for accolades.",0,0
She was fishing for praises,The woman isn't literally casting a lure to hook compliments out of the ocean.,"Rather, it's a dead metaphor used to signify a desire for accolades.",1,0
She has such a bubbly personality,No one's personality can bubble up like a glass of champagne.,This is to signify someone who's especially cheerful.,0,0
She has such a bubbly characteristic,No one's personality can bubble up like a glass of champagne.,This is to signify someone who's especially cheerful.,1,0
The new type of flight flyed like a high eagle,The new flight flies easily,The new flight flies highly,0,0
The new type of flight flyed like falcon,The new flight flies easily,The new flight flies highly,1,0
The surface of the moon is rough like a hard pebbles,The moon surface is so much rust,the moon surface is full of dust,0,0
The surface of the moon is rough like dusty particles,The moon surface is so much rust,the moon surface is full of dust,1,0
The inflation of current economy is like a blowing balloon,The inflation of current economy is increasing,The inflation of current economy is increasing rapidly.,0,0
The inflation of current economy is like a rising cake,The inflation of current economy is increasing,The inflation of current economy is increasing rapidly.,1,0
Nobody would notice if you replaced that bed with a plank of wood,The bed is really hard,The bed is really soft,0,1
