startphrase,ending1,ending2,labels,valid,qid,index
I have the face of a movie star,My face is attractive,My face is not so attractive,0,1,X1815,4282.0
I have the face of a radio DJ,My face is attractive,My face is not so attractive,1,1,X1815,4283.0
Sometimes ideas flow like a raging river,Sometimes ideas come easy,Sometimes ideas don't come at all,0,1,X1816,4284.0
Sometimes ideas flow like a stagnant pool,Sometimes ideas come easy,Sometimes ideas don't come at all,1,1,X1816,4285.0
That flower smells like a burning tire,That flower smell very bad,That flower smell really good,0,1,X1817,4286.0
That flower smells like a home cooked meal,That flower smell very bad,That flower smell really good,1,1,X1817,4287.0
The signal was as obvious as a bedbug,The signal was not obvious,The signal was obvious,0,1,X1818,4290.0
The signal was as obvious as a jumbo jet,The signal was not obvious,The signal was obvious,1,1,X1818,4291.0
He had the face of cartoon villain,He had an ugly face,He had a handsome face,0,1,X1819,4292.0
He had the face of a movie star,He had an ugly face,He had a handsome face,1,1,X1819,4293.0
The cat's nails were as long as the Amazon River,The cat's nails were long,The cat's nails were really short,0,1,X1820,4296.0
The cat's nails were as long as a grain of rice,The cat's nails were long,The cat's nails were really short,1,1,X1820,4297.0
The cake was as moist as the ocean,The cake was really moist,The cake was really dry,0,1,X1821,4298.0
The cake was as moist as the desert,The cake was really moist,The cake was really dry,1,1,X1821,4299.0
Her touch was colder than jack frost.,her touch was emotionless.,her touch was exciting.,0,1,X1822,4300.0
Her touch was electric.,her touch was emotionless.,her touch was exciting.,1,1,X1822,4301.0
Her singing voice is like nails on a chalkboard.,She sings badly.,She sings well.,0,1,X1823,4306.0
Her singing voice is like a heavenly choir.,She sings badly.,She sings well.,1,1,X1823,4307.0
Those jeans make him look like a rock star.,The jeans look good on him.,The jeans look bad on him.,0,1,X1824,4308.0
Those jeans make him look like a hillbilly.,The jeans look good on him.,The jeans look bad on him.,1,1,X1824,4309.0
The castle walls were like A turtle shell,The castle walls were strong,The castle walls were weak,0,1,X1825,4312.0
The castle walls were like An open wound,The castle walls were strong,The castle walls were weak,1,1,X1825,4313.0
The plane ride felt like we were on A magic carpet,The plane ride was peaceful,The plane ride was scary,0,1,X1826,4314.0
The plane ride felt like we were on A wild turkey,The plane ride was peaceful,The plane ride was scary,1,1,X1826,4315.0
The sleeping bag is like A kangaroo pouch,The sleeping bag is comfortable,The sleeping bag is uncomfortable,0,1,X1827,4316.0
The sleeping bag is like A scabbard,The sleeping bag is comfortable,The sleeping bag is uncomfortable,1,1,X1827,4317.0
The Earth's society is a melting pot,Earth's society is fluid and easily intermixed,Earth's divided into isolated cultures and sub-cultures,0,1,X1828,4318.0
The Earth's society is a segmented zoo,Earth's society is fluid and easily intermixed,Earth's divided into isolated cultures and sub-cultures,1,1,X1828,4319.0
His lovely voice was an opera,His lovely voice can create mind-blowing forms of artistic expression,His sultry voice can cause an individual to lose their compass,0,1,X1829,4320.0
His lovely voice was a lie,His lovely voice can create mind-blowing forms of artistic expression,His sultry voice can cause an individual to lose their compass,1,1,X1829,4321.0
Social media is a stage,Social media can open many doors of influence and prosperity,Social media can trap an individual and control their livelihood,0,1,X1830,4322.0
Social media is a prison,Social media can open many doors of influence and prosperity,Social media can trap an individual and control their livelihood,1,1,X1830,4323.0
The wizard's touch felt like ice,The wizard's touch felt bad,The wizard's touch felt good,0,1,X1831,4326.0
The wizard's touch felt like magic,The wizard's touch felt bad,The wizard's touch felt good,1,1,X1831,4327.0
The next city was as far as your next door neighbor,The next city was not far,The next city was far,0,1,X1832,4328.0
The next city was as far as the moon,The next city was not far,The next city was far,1,1,X1832,4329.0
The jeans were as tight as a second skin,The jeans were tight,The jeans were not tight,0,1,X1833,4330.0
The jeans were as tight as a burlap sack,The jeans were tight,The jeans were not tight,1,1,X1833,4331.0
Her touch was as cold as ice,she was heartless,she was warm,0,1,X1834,4332.0
Her touch was as cold as a stove on high,she was heartless,she was warm,1,1,X1834,4333.0
The duck was as happy as a kid in a new toy store,it was joyful,it was sad,0,1,X1835,4334.0
The duck was as happy as a dog that lost his owner,it was joyful,it was sad,1,1,X1835,4335.0
The dog is a porcupine.,The dog is not soft.,The dog is fluffy and soft.,0,1,X1836,4338.0
The dog is a bunny.,The dog is not soft.,The dog is fluffy and soft.,1,1,X1836,4339.0
The dancer has the depth of a puddle.,The dancer is superficial.,The dancer is profound.,0,1,X1837,4340.0
The dancer has the depth of the Mariana Trench.,The dancer is superficial.,The dancer is profound.,1,1,X1837,4341.0
The oncologist is a lumberjack.,The oncologist is clumsy.,The oncologist is careful.,0,1,X1838,4342.0
The oncologist is a ballerina.,The oncologist is clumsy.,The oncologist is careful.,1,1,X1838,4343.0
Touching the fabric reminded her of Skin after a fresh shower,The fabric was soft,The fabric texture was rough,0,1,X1839,4344.0
Touching the fabric reminded her of Dragging your hand across concrete,The fabric was soft,The fabric texture was rough,1,1,X1839,4345.0
The car in the parking lot was as far as Walking from 1st Street to 100th Street.,The car was far away,The car was close,0,1,X1840,4346.0
The car in the parking lot was as far as Walking from 1st Street to 2nd Street,The car was far away,The car was close,1,1,X1840,4347.0
The jeans fit the lady like Feathers laying down on a duck's back,The jeans fit close tight,The jeans fit loose,0,1,X1841,4348.0
The jeans fit the lady like Ruffled feathers on a chicken,The jeans fit close tight,The jeans fit loose,1,1,X1841,4349.0
He is sharp as a tack,He's smart,He's not to bright,0,1,X1842,4350.0
He is sharp as a butter knife,He's smart,He's not to bright,1,1,X1842,4351.0
She sings like a nightingale,She sings beautifully,She sings horribly,0,1,X1843,4352.0
She sings like an angry crow,She sings beautifully,She sings horribly,1,1,X1843,4353.0
The party was as wild as a barrel of bonobo monkeys,The party was loud and uninhibited,The party was sedate.,0,1,X1844,4354.0
The party was as wild as a Trappist Monk tea service,The party was loud and uninhibited,The party was sedate.,1,1,X1844,4355.0
"The way people treat her, it's like she's a celebrity.",She's popular.,She's unpopular.,0,1,X1845,4356.0
"The way people treat her, it's like she's a plague victim.",She's popular.,She's unpopular.,1,1,X1845,4357.0
Following those instructions is like reading Latin.,Those instructions are complicated.,Those instructions are easy.,0,1,X1846,4358.0
Following those instructions is like reading Dick & Jane.,Those instructions are complicated.,Those instructions are easy.,1,1,X1846,4359.0
"When it comes to empathy, she's on par with Mother Teresa.",She's an empathetic person.,She's not an empathetic person.,0,1,X1847,4360.0
"When it comes to empathy, she's on par with Charles Manson.",She's an empathetic person.,She's not an empathetic person.,1,1,X1847,4361.0
The guy has the emotional depth of a swimming pool,He is emotionally shallow,He is emotionally deep,0,1,X1848,4362.0
The guy has the emotional depth of the ocean,He is emotionally shallow,He is emotionally deep,1,1,X1848,4363.0
His understanding of cars is as deep as a kiddie pool,His understanding of cars is shallow,His understanding of cars is deep,0,1,X1849,4364.0
His understanding of cars is as deep as the ocean,His understanding of cars is shallow,His understanding of cars is deep,1,1,X1849,4365.0
The dog is as light as a feather,The dog is light,the dog is heavy,0,1,X1850,4372.0
The dog is as light as a brick,The dog is light,the dog is heavy,1,1,X1850,4373.0
Half of the pennies in his collection were as dirty as Tires on the wall in a Goodyear shop.,The pennies were very clean.,The pennies were dirty.,0,1,X1851,4374.0
Half of the pennies in his collection were as dirty as The wheels on a public transportation bus.,The pennies were very clean.,The pennies were dirty.,1,1,X1851,4375.0
The arrangement of the jewels in the necklace in the display case reminded the woman of The Queen's jewels.,The necklace looked expensive.,The necklace looked cheap,0,1,X1852,4376.0
The arrangement of the jewels in the necklace in the display case reminded the woman of Cracker Jack box jewelry.,The necklace looked expensive.,The necklace looked cheap,1,1,X1852,4377.0
The man enjoyed painting portraits in his garage as much as Working in his wood shop in his garage,The man enjoyed creating stuff in his garage,The man didn't enjoy being in the garage painting.,0,1,X1853,4378.0
The man enjoyed painting portraits in his garage as much as Scrubbing oil stains off the floor in his garage,The man enjoyed creating stuff in his garage,The man didn't enjoy being in the garage painting.,1,1,X1853,4379.0
He's as religious as the Pope,He's religious,He's not religious,0,1,X1854,4380.0
He's as religious as Richard Dawkins,He's religious,He's not religious,1,1,X1854,4381.0
Your face is as handsome as a painting,Your face is handsome,Your face is distorted and strange,0,1,X1855,4382.0
Your face is as handsome as a painting by Picasso,Your face is handsome,Your face is distorted and strange,1,1,X1855,4383.0
The party was as classy as Buckingham Palace,The party was classy,The party was not classy,0,1,X1856,4384.0
The party was as classy as a middle school dance,The party was classy,The party was not classy,1,1,X1856,4385.0
"On my throat, the smoke was cotton",The smoke felt soft.,The smoke was harsh.,0,1,X1857,4386.0
"On my throat, the smoke was broken glass",The smoke felt soft.,The smoke was harsh.,1,1,X1857,4387.0
His lips were made by DaVinci,His lips were classic.,His lips were odd.,0,1,X1858,4388.0
